date,diesel_driving,unleaded_100,unleaded_95,autogas
15-07-25,1.557,1.949,1.748,0.9
16-07-25,1.559,1.96,1.748,0.901
17-07-25,1.56,1.961,1.748,0.903
18-07-25,1.561,1.955,1.749,0.905
19-07-25,1.562,1.957,1.749,0.907
20-07-25,1.562,1.958,1.748,0.907
21-07-25,1.563,1.955,1.748,0.911
22-07-25,1.563,1.95,1.749,0.914
23-07-25,1.564,1.962,1.749,0.916
24-07-25,1.564,1.96,1.749,0.918
25-07-25,1.564,1.954,1.748,0.921
26-07-25,1.563,1.954,1.747,0.922
27-07-25,1.564,1.956,1.746,0.922
28-07-25,1.563,1.952,1.745,0.925
29-07-25,1.561,1.946,1.744,0.927
30-07-25,1.56,1.959,1.744,0.929
31-07-25,1.56,1.957,1.745,0.929
01-08-25,1.56,1.954,1.747,0.931
02-08-25,1.56,1.956,1.749,0.932
03-08-25,1.56,1.957,1.748,0.933
04-08-25,1.56,1.955,1.749,0.934
05-08-25,1.559,1.951,1.75,0.933
06-08-25,1.557,1.963,1.75,0.934
07-08-25,1.557,1.961,1.75,0.934
08-08-25,1.555,1.955,1.75,0.933
09-08-25,1.553,1.957,1.749,0.932
10-08-25,1.553,1.958,1.748,0.932
11-08-25,1.551,1.955,1.748,0.932
12-08-25,1.549,1.949,1.748,0.931
13-08-25,1.548,1.961,1.748,0.93
14-08-25,1.547,1.959,1.748,0.93
15-08-25,1.546,1.955,1.747,0.93
16-08-25,1.545,1.955,1.747,0.928
17-08-25,1.545,1.956,1.746,0.928
18-08-25,1.542,1.953,1.744,0.926
19-08-25,1.538,1.947,1.744,0.924
20-08-25,1.535,1.959,1.743,0.923
21-08-25,1.534,1.958,1.743,0.922
22-08-25,1.534,1.952,1.743,0.921
23-08-25,1.534,1.953,1.743,0.921
24-08-25,1.533,1.955,1.742,0.92
25-08-25,1.533,1.952,1.742,0.92
26-08-25,1.532,1.947,1.744,0.919
27-08-25,1.533,1.96,1.744,0.919
28-08-25,1.534,1.958,1.745,0.918
29-08-25,1.534,1.952,1.745,0.918
30-08-25,1.534,1.953,1.745,0.918
31-08-25,1.535,1.955,1.745,0.918
01-09-25,1.535,1.952,1.745,0.917
02-09-25,1.534,1.946,1.746,0.917
03-09-25,1.535,1.96,1.746,0.917
04-09-25,1.536,1.959,1.748,0.917
05-09-25,1.538,1.955,1.75,0.916
06-09-25,1.539,1.957,1.751,0.916
07-09-25,1.539,1.958,1.751,0.916
08-09-25,1.54,1.956,1.752,0.915
09-09-25,1.54,1.951,1.753,0.915
10-09-25,1.54,1.965,1.754,0.915
11-09-25,1.54,1.964,1.755,0.916
12-09-25,1.54,1.959,1.755,0.917
13-09-25,1.541,1.96,1.756,0.918
14-09-25,1.541,1.962,1.755,0.919
15-09-25,1.541,1.959,1.755,0.92
16-09-25,1.54,1.955,1.757,0.924
17-09-25,1.541,1.968,1.757,0.929
18-09-25,1.542,1.967,1.757,0.933
19-09-25,1.543,1.963,1.758,0.937
20-09-25,1.543,1.963,1.758,0.939
21-09-25,1.543,1.965,1.757,0.94
22-09-25,1.544,1.963,1.757,0.943
23-09-25,1.543,1.958,1.757,0.945
24-09-25,1.543,1.97,1.757,0.946
25-09-25,1.544,1.967,1.757,0.947
26-09-25,1.544,1.962,1.757,0.948
27-09-25,1.545,1.963,1.757,0.949
28-09-25,1.545,1.965,1.756,0.949
29-09-25,1.546,1.962,1.756,0.95
30-09-25,1.545,1.957,1.758,0.95
01-10-25,1.545,1.969,1.758,0.95
02-10-25,1.546,1.967,1.758,0.951
03-10-25,1.546,1.961,1.757,0.951
04-10-25,1.545,1.96,1.755,0.951
05-10-25,1.545,1.961,1.753,0.95
06-10-25,1.544,1.956,1.751,0.949
07-10-25,1.541,1.949,1.749,0.947
08-10-25,1.539,1.961,1.747,0.947
09-10-25,1.538,1.958,1.745,0.946
10-10-25,1.538,1.952,1.744,0.945
11-10-25,1.537,1.954,1.743,0.945
12-10-25,1.537,1.955,1.742,0.945
13-10-25,1.536,1.952,1.741,0.944
14-10-25,1.535,1.946,1.74,0.944
15-10-25,1.534,1.958,1.739,0.944
16-10-25,1.532,1.955,1.737,0.943
17-10-25,1.531,1.948,1.736,0.943
18-10-25,1.53,1.949,1.735,0.943
19-10-25,1.529,1.949,1.733,0.943
20-10-25,1.527,1.945,1.732,0.943
21-10-25,1.525,1.94,1.732,0.942
22-10-25,1.523,1.951,1.731,0.942
23-10-25,1.523,1.949,1.73,0.942
24-10-25,1.524,1.944,1.731,0.94
25-10-25,1.526,1.946,1.732,0.94
26-10-25,1.526,1.948,1.732,0.94
27-10-25,1.528,1.946,1.733,0.94
28-10-25,1.529,1.938,1.735,0.94
29-10-25,1.534,1.944,1.738,0.941
30-10-25,1.54,1.956,1.74,0.942
31-10-25,1.545,1.951,1.742,0.942
01-11-25,1.547,1.953,1.742,0.942
02-11-25,1.548,1.954,1.741,0.941
03-11-25,1.55,1.952,1.742,0.941
04-11-25,1.552,1.947,1.743,0.941
05-11-25,1.554,1.96,1.744,0.941
06-11-25,1.558,1.959,1.746,0.942
07-11-25,1.564,1.956,1.748,0.944
08-11-25,1.567,1.958,1.749,0.945
09-11-25,1.568,1.96,1.749,0.945
10-11-25,1.571,1.957,1.75,0.945
11-11-25,1.574,1.954,1.752,0.946
12-11-25,1.579,1.968,1.754,0.946
13-11-25,1.582,1.967,1.756,0.947
14-11-25,1.584,1.963,1.758,0.948
15-11-25,1.586,1.964,1.758,0.948
16-11-25,1.586,1.966,1.758,0.948
17-11-25,1.588,1.964,1.759,0.948
18-11-25,1.588,1.959,1.761,0.947
19-11-25,1.59,1.973,1.762,0.946
20-11-25,1.595,1.973,1.764,0.947
21-11-25,1.598,1.968,1.765,0.948
22-11-25,1.6,1.969,1.766,0.949
23-11-25,1.6,1.971,1.765,0.948
24-11-25,1.602,1.967,1.766,0.949
25-11-25,1.602,1.963,1.766,0.95
26-11-25,1.601,1.975,1.766,0.952
27-11-25,1.6,1.973,1.765,0.957
28-11-25,1.598,1.967,1.765,0.96
29-11-25,1.595,1.969,1.765,0.963
30-11-25,1.595,1.971,1.764,0.964
01-12-25,1.593,1.968,1.764,0.966
02-12-25,1.589,1.962,1.765,0.969
03-12-25,1.588,1.975,1.765,0.971
04-12-25,1.586,1.973,1.765,0.974
05-12-25,1.583,1.967,1.764,0.976
06-12-25,1.581,1.968,1.764,0.977
07-12-25,1.58,1.97,1.763,0.978
08-12-25,1.577,1.966,1.762,0.98
09-12-25,1.573,1.96,1.761,0.981
10-12-25,1.57,1.972,1.76,0.983
11-12-25,1.567,1.969,1.759,0.984
12-12-25,1.564,1.963,1.757,0.986
13-12-25,1.563,1.963,1.756,0.986
14-12-25,1.561,1.965,1.754,0.987
15-12-25,1.557,1.96,1.752,0.988
16-12-25,1.552,1.95,1.748,0.988
17-12-25,1.546,1.959,1.743,0.989
18-12-25,1.542,1.953,1.739,0.988
19-12-25,1.537,1.946,1.735,0.989
20-12-25,1.535,1.943,1.731,0.989
21-12-25,1.533,1.945,1.729,0.989
22-12-25,1.53,1.94,1.726,0.989
23-12-25,1.528,1.933,1.724,0.989
24-12-25,1.526,1.944,1.723,0.989
25-12-25,1.526,1.942,1.722,0.989
26-12-25,1.526,1.937,1.722,0.989
27-12-25,1.524,1.937,1.72,0.989
28-12-25,1.524,1.938,1.719,0.988
29-12-25,1.523,1.934,1.718,0.988
30-12-25,1.522,1.928,1.718,0.987
31-12-25,1.521,1.941,1.717,0.987
01-01-26,1.52,1.939,1.717,0.988
02-01-26,1.52,1.933,1.716,0.988
03-01-26,1.519,1.935,1.716,0.989
04-01-26,,1.936,1.715,0.988
05-01-26,1.518,1.933,1.714,0.989
06-01-26,1.517,1.928,1.714,0.989
07-01-26,1.516,1.939,1.714,0.989
08-01-26,1.516,1.937,1.713,0.99
09-01-26,1.516,1.931,1.712,0.991
10-01-26,1.515,1.932,1.712,0.991
11-01-26,1.515,1.934,1.711,0.992
12-01-26,1.515,1.93,1.71,0.994
13-01-26,1.513,1.924,1.71,0.995
14-01-26,1.514,1.938,1.711,0.998
15-01-26,1.515,1.936,1.712,1.001
16-01-26,1.516,1.932,1.714,1.003
17-01-26,1.519,1.935,1.716,1.004
18-01-26,1.519,1.937,1.715,1.005
19-01-26,1.52,1.935,1.716,1.007
20-01-26,1.52,1.929,1.717,1.009
21-01-26,1.522,1.945,1.72,1.011
22-01-26,1.525,1.944,1.722,1.012
23-01-26,1.526,1.938,1.722,1.014
24-01-26,1.527,1.939,1.722,1.014
25-01-26,1.528,1.941,1.722,1.015
26-01-26,1.529,1.938,1.722,1.015
27-01-26,1.529,1.933,1.723,1.015
28-01-26,1.529,1.946,1.724,1.015
29-01-26,1.53,1.945,1.724,1.015
30-01-26,1.531,1.939,1.724,1.015
31-01-26,1.533,1.941,1.725,1.016
01-02-26,1.534,1.943,1.724,1.016
02-02-26,1.536,1.94,1.725,1.017
03-02-26,1.537,1.935,1.726,1.017
04-02-26,1.54,1.95,1.728,1.018
05-02-26,1.542,1.949,1.73,1.019
06-02-26,1.543,1.944,1.73,1.021
07-02-26,1.544,1.945,1.73,1.023
08-02-26,1.544,1.947,1.729,1.024
09-02-26,1.544,1.944,1.729,1.026
10-02-26,1.544,1.938,1.731,1.028
11-02-26,1.545,1.952,1.732,1.031
12-02-26,1.546,1.951,1.733,1.033
13-02-26,1.546,1.946,1.735,1.035
14-02-26,1.547,1.947,1.734,1.036
15-02-26,1.547,1.949,1.734,1.036
16-02-26,1.546,1.945,1.734,1.037
17-02-26,1.545,1.94,1.734,1.038
18-02-26,1.545,1.953,1.734,1.039
19-02-26,1.546,1.951,1.734,1.039
20-02-26,1.547,1.947,1.736,1.039
21-02-26,1.548,1.95,1.738,1.04
22-02-26,1.548,1.951,1.737,1.04
23-02-26,1.548,1.949,1.738,1.039
24-02-26,1.553,1.946,1.742,1.041
25-02-26,1.557,1.962,1.747,1.043
26-02-26,1.561,1.961,1.749,1.044
27-02-26,1.565,1.956,1.751,1.045
28-02-26,1.568,1.959,1.752,1.047
01-03-26,1.57,1.962,1.754,1.048
02-03-26,1.574,1.962,1.757,1.05
03-03-26,1.588,1.962,1.765,1.056
04-03-26,1.619,1.985,1.777,1.068
05-03-26,1.657,1.997,1.788,1.081
06-03-26,1.713,2.008,1.807,1.1
07-03-26,1.762,2.027,1.829,1.116
08-03-26,1.772,2.032,1.832,1.12
09-03-26,1.814,2.045,1.852,1.135
10-03-26,1.843,2.053,1.869,1.149
11-03-26,1.859,2.073,1.879,1.162
12-03-26,1.865,2.083,1.884,1.174
13-03-26,1.88,2.09,1.9,1.191
14-03-26,1.89,2.103,1.912,1.203
15-03-26,1.892,2.107,1.913,1.206
16-03-26,1.902,2.115,1.924,1.218
17-03-26,1.916,2.131,1.94,1.234
18-03-26,1.934,2.16,1.957,1.251
19-03-26,1.956,2.176,1.977,1.273
20-03-26,1.99,2.191,2.002,1.298
21-03-26,2.02,2.211,2.02,1.315
22-03-26,2.025,2.216,2.023,1.319
23-03-26,2.055,2.229,2.037,1.338
24-03-26,2.084,2.247,2.05,1.354
25-03-26,2.09,2.261,2.052,1.357
26-03-26,2.1,2.261,2.052,1.368
27-03-26,2.107,2.253,2.049,1.371
28-03-26,2.112,2.254,2.047,1.372
29-03-26,2.114,2.256,2.046,1.372
30-03-26,2.118,2.255,2.046,1.376
31-03-26,2.122,2.252,2.049,1.376
01-04-26,2.102,2.27,2.055,1.375
