date,diesel_driving,unleaded_100,unleaded_95,autogas
12-10-23,1.81,2.119,1.902,0.911
13-10-23,1.806,2.11,1.898,0.911
14-10-23,1.806,2.11,1.898,0.911
15-10-23,1.804,2.111,1.895,0.911
16-10-23,1.803,2.109,1.893,0.912
17-10-23,1.804,2.104,1.891,0.911
18-10-23,1.805,2.114,1.891,0.911
19-10-23,1.808,2.11,1.891,0.911
20-10-23,1.81,2.101,1.892,0.912
21-10-23,1.811,2.102,1.894,0.911
22-10-23,1.811,2.104,1.893,0.912
23-10-23,1.812,2.103,1.896,0.911
24-10-23,1.813,2.101,1.899,0.912
25-10-23,1.812,2.112,1.9,0.912
26-10-23,1.812,2.11,1.9,0.912
27-10-23,1.809,2.104,1.899,0.913
28-10-23,1.808,2.104,1.899,0.914
29-10-23,1.808,2.105,1.898,0.914
30-10-23,1.804,2.103,1.896,0.914
31-10-23,1.799,2.097,1.895,0.913
01-11-23,1.794,2.106,1.894,0.912
03-11-23,1.786,2.096,1.891,0.909
04-11-23,1.783,2.096,1.89,0.909
05-11-23,1.782,2.098,1.889,0.909
06-11-23,1.78,2.096,1.888,0.909
07-11-23,1.776,2.09,1.887,0.909
08-11-23,1.773,2.099,1.886,0.907
09-11-23,1.768,2.095,1.883,0.905
10-11-23,1.761,2.085,1.88,0.903
11-11-23,1.755,2.084,1.878,0.901
12-11-23,1.752,2.085,1.877,0.9
13-11-23,1.745,2.082,1.874,0.898
14-11-23,1.738,2.077,1.874,0.897
15-11-23,1.733,2.086,1.873,0.895
16-11-23,1.729,2.084,1.872,0.895
17-11-23,1.726,2.077,1.872,0.894
18-11-23,1.723,2.077,1.871,0.894
19-11-23,1.722,2.079,1.87,0.894
20-11-23,1.72,2.077,1.869,0.894
21-11-23,1.715,2.071,1.868,0.893
22-11-23,1.712,2.08,1.867,0.892
23-11-23,1.709,2.077,1.865,0.891
24-11-23,1.707,2.07,1.864,0.89
25-11-23,1.707,2.071,1.864,0.89
26-11-23,1.706,2.072,1.863,0.889
27-11-23,1.705,2.071,1.863,0.889
28-11-23,1.704,2.066,1.863,0.889
29-11-23,1.703,2.077,1.862,0.89
30-11-23,1.702,2.074,1.862,0.89
01-12-23,1.701,2.067,1.86,0.889
02-12-23,1.699,2.066,1.858,0.889
03-12-23,1.699,2.067,1.857,0.89
04-12-23,1.697,2.065,1.856,0.889
05-12-23,1.694,2.058,1.853,0.888
06-12-23,1.691,2.065,1.851,0.888
07-12-23,1.687,2.055,1.846,0.889
08-12-23,1.682,2.044,1.84,0.888
09-12-23,1.677,2.04,1.834,0.887
10-12-23,1.676,2.04,1.832,0.887
11-12-23,1.671,2.035,1.828,0.886
12-12-23,1.666,2.028,1.824,0.885
13-12-23,1.661,2.036,1.82,0.884
14-12-23,1.658,2.031,1.817,0.883
15-12-23,1.654,2.024,1.815,0.883
16-12-23,1.651,2.023,1.813,0.882
17-12-23,1.65,2.024,1.812,0.883
18-12-23,1.647,2.022,1.811,0.882
19-12-23,1.646,2.017,1.811,0.882
20-12-23,1.646,2.028,1.813,0.883
21-12-23,1.648,2.029,1.815,0.883
22-12-23,1.651,2.025,1.819,0.883
23-12-23,1.653,2.027,1.82,0.883
24-12-23,1.653,2.029,1.82,0.884
25-12-23,1.653,2.03,1.82,0.884
26-12-23,1.653,2.025,1.82,0.884
27-12-23,1.654,2.033,1.822,0.886
28-12-23,1.654,2.032,1.822,0.886
29-12-23,1.655,2.026,1.822,0.884
30-12-23,1.654,2.027,1.822,0.885
31-12-23,1.654,2.028,1.822,0.885
01-01-24,1.654,2.028,1.821,0.885
02-01-24,1.652,2.023,1.821,0.884
03-01-24,1.65,2.033,1.82,0.884
04-01-24,1.649,2.03,1.819,0.884
05-01-24,1.647,2.025,1.819,0.884
06-01-24,1.646,2.025,1.818,0.883
07-01-24,1.646,2.026,1.817,0.883
08-01-24,1.644,2.024,1.816,0.882
09-01-24,1.642,2.018,1.815,0.881
10-01-24,1.641,2.029,1.814,0.88
11-01-24,1.64,2.025,1.813,0.881
12-01-24,1.64,2.018,1.812,0.879
13-01-24,1.64,2.019,1.811,0.88
14-01-24,1.64,2.021,1.811,0.88
15-01-24,1.64,2.019,1.811,0.879
16-01-24,,2.015,1.811,0.878
17-01-24,1.642,2.027,1.813,0.878
18-01-24,1.644,2.025,1.814,0.877
19-01-24,1.646,2.02,1.815,0.879
20-01-24,1.647,2.022,1.817,0.879
21-01-24,1.648,2.025,1.816,0.879
22-01-24,1.65,2.023,1.818,0.879
23-01-24,1.651,2.02,1.82,0.879
24-01-24,1.654,2.032,1.822,0.881
25-01-24,1.657,2.032,1.825,0.881
29-01-24,1.668,2.034,1.837,0.882
30-01-24,1.673,2.035,1.842,0.883
31-01-24,1.679,2.049,1.848,0.884
01-02-24,1.685,2.05,1.852,0.886
02-02-24,1.69,2.047,1.856,0.886
03-02-24,1.692,2.05,1.857,0.887
04-02-24,1.693,2.051,1.858,0.886
05-02-24,1.695,2.05,1.858,0.886
06-02-24,1.695,2.047,1.859,0.886
07-02-24,1.695,2.056,1.859,0.886
08-02-24,1.696,2.055,1.86,0.886
09-02-24,1.7,2.052,1.863,0.886
10-02-24,1.704,2.055,1.866,0.886
11-02-24,1.706,2.057,1.867,0.887
12-02-24,1.712,2.06,1.872,0.887
13-02-24,1.719,2.061,1.879,0.888
14-02-24,1.727,2.076,1.884,0.89
15-02-24,1.733,2.078,1.89,0.891
16-02-24,1.738,2.077,1.895,0.891
17-02-24,1.74,2.079,1.898,0.891
18-02-24,1.741,2.081,1.898,0.891
19-02-24,1.742,2.081,1.9,0.891
20-02-24,1.742,2.077,1.902,0.891
21-02-24,1.743,2.089,1.903,0.891
22-02-24,1.743,2.087,1.904,0.892
23-02-24,1.741,2.082,1.903,0.891
24-02-24,1.738,2.081,1.902,0.892
25-02-24,1.738,2.082,1.901,0.892
26-02-24,1.736,2.081,1.901,0.891
27-02-24,1.732,2.077,1.901,0.891
28-02-24,1.73,2.088,1.901,0.891
29-02-24,1.728,2.087,1.902,0.891
01-03-24,1.725,2.082,1.903,0.891
02-03-24,1.723,2.085,1.905,0.891
03-03-24,1.722,2.087,1.905,0.891
04-03-24,1.72,2.087,1.907,0.891
05-03-24,1.718,2.083,1.909,0.89
06-03-24,1.715,2.094,1.909,0.891
07-03-24,1.714,2.093,1.91,0.891
08-03-24,1.712,2.087,1.909,0.891
09-03-24,1.71,2.088,1.908,0.891
10-03-24,1.71,2.089,1.908,0.891
11-03-24,1.708,2.087,1.906,0.89
12-03-24,1.705,2.082,1.905,0.889
13-03-24,1.704,2.093,1.905,0.889
14-03-24,1.702,2.091,1.905,0.889
15-03-24,1.701,2.088,1.906,0.889
16-03-24,1.701,2.09,1.908,0.889
17-03-24,1.7,2.091,1.908,0.889
18-03-24,1.7,2.087,1.908,0.889
19-03-24,1.701,2.088,1.913,0.888
20-03-24,1.703,2.105,1.919,0.89
21-03-24,1.706,2.112,1.925,0.889
22-03-24,1.708,2.111,1.931,0.889
23-03-24,1.709,2.114,1.933,0.889
24-03-24,1.709,2.115,1.934,0.889
25-03-24,1.71,2.111,1.934,0.888
26-03-24,1.709,2.11,1.937,0.889
27-03-24,1.708,2.123,1.939,0.889
28-03-24,1.708,2.122,1.94,0.89
29-03-24,1.707,2.118,1.941,0.89
30-03-24,1.707,2.12,1.942,0.89
31-03-24,1.707,2.122,1.942,0.889
01-04-24,1.707,2.12,1.943,0.889
02-04-24,1.706,2.116,1.944,0.889
03-04-24,1.706,2.128,1.945,0.889
04-04-24,1.708,2.129,1.948,0.889
05-04-24,1.709,2.128,1.951,0.889
06-04-24,1.711,2.131,1.955,0.889
07-04-24,1.711,2.133,1.955,0.889
08-04-24,1.713,2.134,1.958,0.889
09-04-24,1.714,2.135,1.961,0.888
10-04-24,1.714,2.147,1.962,0.889
11-04-24,1.715,2.147,1.962,0.888
12-04-24,1.715,2.143,1.962,0.888
13-04-24,1.715,2.144,1.963,0.888
14-04-24,1.715,2.146,1.963,0.887
15-04-24,1.715,2.145,1.965,0.887
16-04-24,1.715,2.144,1.969,0.887
17-04-24,1.715,2.158,1.972,0.888
18-04-24,1.715,2.16,1.977,0.887
19-04-24,1.715,2.159,1.981,0.888
20-04-24,1.714,2.161,1.983,0.888
21-04-24,1.713,2.162,1.983,0.888
22-04-24,1.712,2.161,1.984,0.887
23-04-24,1.708,2.157,1.985,0.886
24-04-24,1.705,2.169,1.985,0.885
25-04-24,1.702,2.167,1.984,0.884
26-04-24,1.7,2.163,1.983,0.883
27-04-24,1.698,2.163,1.983,0.882
28-04-24,1.697,2.164,1.983,0.881
29-04-24,1.695,2.16,1.982,0.88
30-04-24,1.692,2.156,1.982,0.88
01-05-24,1.69,2.166,1.982,0.879
02-05-24,1.688,2.162,1.981,0.878
03-05-24,1.686,2.161,1.98,0.878
04-05-24,1.683,2.16,1.977,0.877
05-05-24,1.682,2.16,1.976,0.877
06-05-24,1.681,2.155,1.975,0.876
07-05-24,1.679,2.15,1.975,0.876
08-05-24,1.675,2.162,1.97,0.874
09-05-24,1.67,2.155,1.965,0.872
10-05-24,1.666,2.147,1.959,0.869
11-05-24,1.663,2.146,1.955,0.866
12-05-24,1.662,2.147,1.954,0.866
13-05-24,1.657,2.14,1.949,0.863
14-05-24,1.654,2.132,1.945,0.86
15-05-24,1.652,2.142,1.942,0.857
16-05-24,1.649,2.137,1.939,0.854
17-05-24,1.647,2.13,1.935,0.851
18-05-24,1.645,2.129,1.932,0.85
19-05-24,1.644,2.13,1.931,0.849
20-05-24,1.642,2.126,1.929,0.847
21-05-24,1.641,2.12,1.928,0.842
22-05-24,1.64,2.127,1.927,0.839
23-05-24,1.639,2.127,1.925,0.836
24-05-24,1.638,2.121,1.922,0.834
25-05-24,1.637,2.12,1.92,0.833
26-05-24,1.636,2.121,1.919,0.831
27-05-24,1.635,2.115,1.915,0.83
28-05-24,1.633,2.109,1.913,0.829
29-05-24,1.631,2.118,1.91,0.829
30-05-24,1.631,2.115,1.909,0.829
31-05-24,1.63,2.11,1.907,0.83
01-06-24,1.63,2.11,1.906,0.829
02-06-24,1.629,2.111,1.905,0.828
03-06-24,1.629,2.107,1.904,0.829
04-06-24,1.627,2.101,1.902,0.829
05-06-24,1.624,2.109,1.898,0.828
06-06-24,1.621,2.097,1.892,0.828
07-06-24,1.616,2.088,1.885,0.827
08-06-24,1.613,2.086,1.881,0.827
09-06-24,1.612,2.086,1.879,0.826
10-06-24,1.609,2.081,1.875,0.826
11-06-24,1.608,2.075,1.873,0.825
12-06-24,1.608,2.085,1.872,0.824
13-06-24,1.61,2.083,1.873,0.824
14-06-24,1.614,2.079,1.875,0.824
15-06-24,1.616,2.081,1.876,0.823
16-06-24,1.616,2.082,1.875,0.823
17-06-24,1.62,2.08,1.875,0.822
18-06-24,1.623,2.076,1.877,0.822
19-06-24,1.628,2.088,1.88,0.822
20-06-24,1.634,2.088,1.882,0.824
21-06-24,1.639,2.085,1.885,0.829
22-06-24,1.643,2.088,1.888,0.831
23-06-24,1.644,2.089,1.888,0.831
24-06-24,1.646,2.087,1.889,0.832
25-06-24,1.648,2.084,1.891,0.834
26-06-24,1.651,2.097,1.894,0.838
27-06-24,1.654,2.097,1.895,0.842
28-06-24,1.656,2.093,1.897,0.844
29-06-24,1.657,2.094,1.897,0.845
30-06-24,1.658,2.095,1.897,0.846
01-07-24,1.659,2.092,1.898,0.848
02-07-24,1.66,2.09,1.898,0.85
03-07-24,1.661,2.1,1.9,0.851
04-07-24,1.663,2.1,1.901,0.853
05-07-24,1.666,2.097,1.904,0.857
06-07-24,1.668,2.099,1.906,0.859
07-07-24,1.668,2.101,1.906,0.86
08-07-24,1.67,2.1,1.909,0.863
09-07-24,1.671,2.097,1.911,0.864
10-07-24,1.671,2.109,1.912,0.869
11-07-24,1.671,2.107,1.912,0.871
12-07-24,1.671,2.101,1.911,0.874
13-07-24,1.669,2.102,1.91,0.874
14-07-24,1.669,2.103,1.909,0.875
15-07-24,1.668,2.1,1.908,0.876
16-07-24,1.666,2.094,1.907,0.875
17-07-24,1.663,2.104,1.905,0.875
18-07-24,1.661,2.101,1.903,0.874
19-07-24,1.658,2.095,1.9,0.874
20-07-24,1.656,2.094,1.898,0.874
21-07-24,1.655,2.095,1.896,0.875
22-07-24,1.652,2.09,1.893,0.874
23-07-24,1.649,2.084,1.891,0.874
24-07-24,1.646,2.095,1.889,0.874
25-07-24,1.643,2.092,1.888,0.873
26-07-24,1.641,2.086,1.886,0.873
27-07-24,1.639,2.087,1.885,0.873
28-07-24,1.639,2.089,1.884,0.873
29-07-24,1.638,2.087,1.883,0.872
30-07-24,1.636,2.081,1.884,0.872
31-07-24,1.634,2.093,1.882,0.871
01-08-24,1.633,2.09,1.881,0.871
02-08-24,1.63,2.084,1.881,0.871
03-08-24,1.629,2.084,1.879,0.871
04-08-24,1.628,2.085,1.878,0.871
05-08-24,1.625,2.079,1.876,0.871
06-08-24,1.622,2.072,1.874,0.87
07-08-24,1.617,2.081,1.87,0.869
08-08-24,1.613,2.075,1.864,0.868
09-08-24,1.608,2.066,1.859,0.868
10-08-24,1.605,2.064,1.856,0.868
11-08-24,1.604,2.065,1.854,0.868
12-08-24,1.602,2.06,1.852,0.868
13-08-24,1.601,2.055,1.852,0.868
14-08-24,1.6,2.067,1.852,0.867
15-08-24,1.599,2.066,1.852,0.867
16-08-24,1.599,2.062,1.852,0.868
17-08-24,1.599,2.062,1.851,0.868
18-08-24,1.598,2.063,1.85,0.867
19-08-24,1.597,2.059,1.849,0.868
20-08-24,1.595,2.053,1.848,0.867
21-08-24,1.593,2.062,1.845,0.867
23-08-24,1.585,2.048,1.834,0.867
24-08-24,1.58,2.044,1.829,0.867
25-08-24,1.579,2.044,1.826,0.867
26-08-24,1.575,2.038,1.821,0.866
27-08-24,1.571,2.031,1.818,0.864
28-08-24,1.569,2.04,1.815,0.864
29-08-24,1.567,2.037,1.813,0.864
30-08-24,1.566,2.031,1.811,0.865
01-09-24,,2.031,1.81,0.865
02-09-24,1.564,2.022,1.807,0.866
03-09-24,1.563,2.015,1.804,0.865
04-09-24,1.562,2.019,1.8,0.866
05-09-24,1.561,2.006,1.794,0.866
06-09-24,1.558,2.005,1.787,0.864
07-09-24,1.556,2.001,1.781,0.864
08-09-24,1.555,2.0,1.778,0.864
09-09-24,1.551,1.991,1.77,0.863
10-09-24,1.546,1.981,1.764,0.861
11-09-24,1.542,1.989,1.759,0.861
12-09-24,1.539,1.984,1.754,0.859
13-09-24,1.535,1.977,1.75,0.858
14-09-24,1.533,1.976,1.749,0.857
15-09-24,1.532,1.976,1.747,0.857
16-09-24,1.53,1.972,1.745,0.856
17-09-24,1.528,1.967,1.745,0.855
18-09-24,1.527,1.977,1.745,0.855
19-09-24,1.526,1.975,1.745,0.855
21-09-24,1.526,1.975,1.748,0.855
22-09-24,1.525,1.976,1.747,0.855
23-09-24,1.525,1.973,1.749,0.856
24-09-24,1.525,1.97,1.751,0.857
25-09-24,1.525,1.982,1.752,0.858
26-09-24,1.525,1.981,1.752,0.86
27-09-24,1.525,1.976,1.752,0.862
28-09-24,1.525,1.977,1.752,0.863
29-09-24,1.524,1.978,1.751,0.863
30-09-24,1.524,1.974,1.751,0.864
01-10-24,1.523,1.969,1.751,0.865
02-10-24,1.522,1.981,1.751,0.868
03-10-24,1.523,1.974,1.751,0.87
04-10-24,1.524,1.969,1.752,0.874
05-10-24,1.526,1.972,1.753,0.876
06-10-24,1.526,1.973,1.754,0.877
07-10-24,1.53,1.973,1.757,0.883
08-10-24,1.534,1.971,1.763,0.889
09-10-24,1.539,1.987,1.769,0.893
10-10-24,1.543,1.988,1.773,0.897
11-10-24,1.547,1.988,1.778,0.9
12-10-24,1.55,1.991,1.782,0.903
13-10-24,1.55,1.993,1.783,0.904
14-10-24,1.552,1.992,1.786,0.908
15-10-24,1.552,1.991,1.79,0.911
16-10-24,1.553,2.005,1.794,0.913
17-10-24,1.553,2.005,1.795,0.915
18-10-24,1.553,2.0,1.795,0.918
19-10-24,1.552,2.0,1.794,0.919
20-10-24,1.551,2.001,1.793,0.919
21-10-24,1.55,1.997,1.793,0.92
22-10-24,1.547,1.991,1.792,0.92
23-10-24,1.545,2.002,1.791,0.92
24-10-24,1.545,2.0,1.791,0.921
25-10-24,1.545,1.995,1.791,0.923
26-10-24,1.545,1.996,1.791,0.923
27-10-24,1.544,1.997,1.79,0.924
28-10-24,1.544,1.993,1.79,0.924
29-10-24,1.543,1.99,1.79,0.926
30-10-24,1.542,2.001,1.789,0.926
31-10-24,1.542,1.998,1.786,0.927
01-11-24,1.54,1.99,1.783,0.928
02-11-24,1.54,1.989,1.781,0.928
03-11-24,1.54,1.99,1.779,0.929
04-11-24,1.539,1.985,1.777,0.93
05-11-24,1.54,1.979,1.776,0.93
06-11-24,1.541,1.99,1.775,0.93
07-11-24,1.544,1.989,1.775,0.93
08-11-24,1.547,1.984,1.775,0.931
09-11-24,1.548,1.985,1.775,0.932
10-11-24,1.549,1.987,1.775,0.932
11-11-24,1.55,1.984,1.776,0.933
12-11-24,1.55,1.979,1.776,0.933
13-11-24,1.55,1.99,1.776,0.934
14-11-24,1.55,1.988,1.775,0.934
15-11-24,1.55,1.983,1.774,0.935
16-11-24,1.55,1.984,1.774,0.934
17-11-24,1.55,1.986,1.773,0.934
18-11-24,1.551,1.982,1.773,0.935
19-11-24,1.551,1.978,1.773,0.935
20-11-24,1.553,1.99,1.774,0.935
21-11-24,1.556,1.989,1.776,0.936
22-11-24,1.561,1.986,1.779,0.936
23-11-24,1.564,1.989,1.781,0.937
24-11-24,1.565,1.99,1.781,0.937
25-11-24,1.568,1.988,1.783,0.937
26-11-24,1.57,1.986,1.785,0.939
27-11-24,1.572,1.998,1.787,0.942
28-11-24,1.574,1.997,1.788,0.943
29-11-24,1.575,1.992,1.788,0.944
30-11-24,1.575,1.993,1.788,0.944
01-12-24,1.575,1.994,1.787,0.944
02-12-24,1.575,1.991,1.787,0.941
03-12-24,1.574,1.986,1.786,0.94
04-12-24,1.573,1.996,1.785,0.939
05-12-24,1.573,1.994,1.784,0.938
06-12-24,1.573,1.989,1.783,0.937
07-12-24,1.572,1.99,1.783,0.936
08-12-24,1.571,1.991,1.782,0.936
09-12-24,1.57,1.989,1.781,0.934
10-12-24,1.57,1.984,1.781,0.935
11-12-24,1.567,1.993,1.78,0.935
12-12-24,1.566,1.992,1.78,0.934
13-12-24,1.565,1.988,1.781,0.935
14-12-24,1.566,1.989,1.782,0.936
15-12-24,1.566,1.99,1.782,0.936
16-12-24,1.566,1.987,1.783,0.937
17-12-24,1.566,1.984,1.784,0.938
18-12-24,1.567,1.997,1.785,0.938
19-12-24,1.568,1.995,1.786,0.94
20-12-24,1.57,1.991,1.788,0.941
21-12-24,1.571,1.994,1.788,0.942
22-12-24,1.572,1.996,1.788,0.942
23-12-24,1.573,1.993,1.788,0.943
24-12-24,1.573,1.988,1.789,0.943
25-12-24,1.573,1.997,1.789,0.943
26-12-24,1.573,1.997,1.79,0.943
27-12-24,1.573,1.994,1.79,0.944
28-12-24,1.574,1.995,1.79,0.944
29-12-24,1.574,1.997,1.789,0.944
30-12-24,1.574,1.994,1.79,0.945
31-12-24,1.574,1.99,1.79,0.945
01-01-25,1.574,1.999,1.79,0.946
02-01-25,1.575,2.0,1.791,0.947
03-01-25,1.578,1.998,1.794,0.95
04-01-25,1.581,2.001,1.798,0.952
05-01-25,1.581,2.003,1.798,0.953
06-01-25,1.582,2.001,1.799,0.953
07-01-25,1.585,2.0,1.804,0.954
08-01-25,1.589,2.015,1.809,0.956
09-01-25,1.591,2.015,1.811,0.957
10-01-25,1.593,2.012,1.812,0.958
11-01-25,1.594,2.013,1.814,0.959
12-01-25,1.595,2.016,1.814,0.959
13-01-25,1.597,2.016,1.816,0.96
14-01-25,1.602,2.016,1.822,0.962
15-01-25,1.608,2.035,1.827,0.964
16-01-25,1.617,2.039,1.833,0.966
17-01-25,1.624,2.038,1.839,0.968
18-01-25,1.628,2.042,1.841,0.969
19-01-25,1.629,2.044,1.842,0.97
20-01-25,1.633,2.042,1.844,0.97
21-01-25,1.636,2.04,1.846,0.972
22-01-25,1.638,2.053,1.848,0.973
23-01-25,1.639,2.051,1.848,0.973
24-01-25,1.64,2.047,1.848,0.972
25-01-25,1.639,2.047,1.848,0.972
26-01-25,1.638,2.048,1.847,0.972
27-01-25,1.637,2.045,1.846,0.973
28-01-25,1.635,2.04,1.845,0.973
29-01-25,1.632,2.051,1.844,0.972
30-01-25,1.63,2.048,1.842,0.972
31-01-25,1.629,2.042,1.84,0.971
01-02-25,1.627,2.043,1.839,0.972
02-02-25,1.626,2.044,1.838,0.972
03-02-25,1.624,2.039,1.837,0.972
04-02-25,1.623,2.036,1.837,0.971
05-02-25,1.623,2.047,1.837,0.972
06-02-25,1.622,2.045,1.837,0.972
07-02-25,1.622,2.039,1.836,0.972
08-02-25,1.621,2.04,1.836,0.973
09-02-25,1.621,2.042,1.835,0.973
10-02-25,1.621,2.039,1.835,0.974
11-02-25,1.62,2.034,1.836,0.974
12-02-25,1.62,2.047,1.837,0.975
13-02-25,1.622,2.045,1.838,0.976
14-02-25,1.623,2.041,1.838,0.976
15-02-25,1.623,2.042,1.839,0.977
16-02-25,1.623,2.044,1.838,0.977
17-02-25,1.624,2.041,1.839,0.978
18-02-25,1.623,2.036,1.839,0.978
19-02-25,1.623,2.048,1.838,0.979
20-02-25,1.623,2.046,1.837,0.978
21-02-25,1.624,2.041,1.838,0.978
22-02-25,1.624,2.042,1.837,0.978
23-02-25,1.624,2.043,1.836,0.978
24-02-25,1.624,2.039,1.835,0.978
25-02-25,1.623,2.034,1.835,0.977
26-02-25,1.622,2.045,1.834,0.977
27-02-25,1.621,2.041,1.83,0.977
28-02-25,1.619,2.034,1.827,0.977
01-03-25,1.617,2.032,1.825,0.976
02-03-25,1.616,2.032,1.823,0.977
03-03-25,1.616,2.025,1.822,0.977
04-03-25,1.611,2.018,1.818,0.977
05-03-25,1.607,2.029,1.812,0.977
06-03-25,1.602,2.022,1.805,0.977
07-03-25,1.596,2.01,1.796,0.976
08-03-25,1.59,2.003,1.786,0.975
09-03-25,1.588,2.003,1.783,0.975
10-03-25,1.582,1.992,1.774,0.974
11-03-25,1.575,1.98,1.767,0.973
12-03-25,1.571,1.988,1.763,0.973
13-03-25,1.568,1.984,1.76,0.972
14-03-25,1.565,1.977,1.757,0.971
15-03-25,1.562,1.977,1.757,0.972
16-03-25,1.561,1.979,1.756,0.972
17-03-25,1.559,1.975,1.756,0.973
18-03-25,1.556,1.972,1.758,0.972
19-03-25,1.554,1.983,1.758,0.972
20-03-25,1.553,1.981,1.759,0.972
21-03-25,1.552,1.977,1.76,0.972
22-03-25,1.551,1.979,1.76,0.972
23-03-25,1.55,1.98,1.76,0.972
24-03-25,1.549,1.976,1.762,0.973
25-03-25,1.549,1.971,1.763,0.973
26-03-25,1.548,1.978,1.766,0.973
27-03-25,1.55,1.991,1.771,0.973
28-03-25,1.551,1.989,1.775,0.973
29-03-25,1.552,1.992,1.779,0.974
30-03-25,1.553,1.993,1.779,0.974
31-03-25,1.553,1.99,1.782,0.974
01-04-25,1.554,1.988,1.785,0.974
02-04-25,1.555,2.003,1.788,0.974
03-04-25,1.556,2.002,1.79,0.975
04-04-25,1.556,1.998,1.791,0.974
05-04-25,1.555,1.997,1.789,0.974
06-04-25,1.554,1.998,1.788,0.973
07-04-25,1.551,1.992,1.785,0.972
08-04-25,1.546,1.983,1.78,0.971
09-04-25,1.54,1.991,1.774,0.969
10-04-25,1.531,1.983,1.765,0.964
11-04-25,1.522,1.97,1.755,0.958
12-04-25,1.514,1.966,1.747,0.953
13-04-25,1.512,1.965,1.744,0.952
14-04-25,1.504,1.957,1.736,0.946
15-04-25,1.497,1.949,1.73,0.941
16-04-25,1.493,1.958,1.727,0.937
17-04-25,1.49,1.954,1.725,0.933
18-04-25,1.489,1.948,1.724,0.931
19-04-25,1.488,1.948,1.723,0.93
20-04-25,1.487,1.95,1.722,0.93
21-04-25,1.487,1.947,1.722,0.928
22-04-25,1.485,1.942,1.722,0.925
23-04-25,1.484,1.953,1.722,0.923
24-04-25,1.484,1.95,1.721,0.921
25-04-25,1.484,1.94,1.721,0.919
26-04-25,1.483,1.941,1.72,0.918
27-04-25,1.483,1.942,1.719,0.917
28-04-25,1.482,1.937,1.719,0.915
29-04-25,1.481,1.933,1.719,0.913
30-04-25,1.481,1.945,1.719,0.912
01-05-25,1.481,1.944,1.719,0.912
02-05-25,1.48,1.937,1.718,0.91
03-05-25,1.476,1.935,1.714,0.909
04-05-25,1.475,1.936,1.713,0.909
05-05-25,1.473,1.93,1.711,0.907
06-05-25,1.47,1.926,1.71,0.906
07-05-25,1.468,1.936,1.709,0.902
08-05-25,1.466,1.933,1.708,0.898
09-05-25,1.464,1.927,1.707,0.895
10-05-25,1.462,1.927,1.707,0.894
11-05-25,1.462,1.929,1.706,0.894
12-05-25,1.462,1.926,1.707,0.892
13-05-25,1.462,1.923,1.71,0.891
14-05-25,1.463,1.938,1.714,0.89
15-05-25,1.466,1.938,1.718,0.889
16-05-25,1.469,1.936,1.722,0.889
17-05-25,1.471,1.939,1.725,0.889
18-05-25,1.472,1.941,1.726,0.889
19-05-25,1.474,1.939,1.728,0.888
20-05-25,1.475,1.936,1.73,0.888
21-05-25,1.476,1.948,1.732,0.887
22-05-25,1.477,1.947,1.733,0.886
23-05-25,1.477,1.942,1.734,0.885
24-05-25,1.477,1.944,1.734,0.885
25-05-25,1.478,1.945,1.734,0.885
26-05-25,1.477,1.942,1.734,0.885
27-05-25,1.476,1.938,1.735,0.884
28-05-25,1.476,1.95,1.735,0.883
29-05-25,1.476,1.947,1.735,0.882
30-05-25,1.475,1.942,1.734,0.881
31-05-25,1.475,1.943,1.734,0.879
01-06-25,1.474,1.944,1.733,0.879
02-06-25,1.474,1.941,1.732,0.879
03-06-25,1.472,1.936,1.732,0.878
04-06-25,1.472,1.949,1.732,0.877
05-06-25,1.472,1.947,1.732,0.876
06-06-25,1.473,1.941,1.733,0.875
07-06-25,1.473,1.942,1.732,0.874
08-06-25,1.473,1.944,1.731,0.874
09-06-25,1.474,1.941,1.731,0.874
10-06-25,1.474,1.937,1.732,0.873
11-06-25,1.475,1.951,1.734,0.873
12-06-25,1.477,1.95,1.735,0.872
13-06-25,1.48,1.945,1.737,0.872
14-06-25,1.483,1.948,1.739,0.871
15-06-25,1.484,1.949,1.739,0.872
16-06-25,1.487,1.948,1.741,0.872
17-06-25,1.49,1.944,1.744,0.873
18-06-25,1.497,1.959,1.748,0.873
19-06-25,1.507,1.96,1.752,0.875
20-06-25,1.526,1.961,1.76,0.876
21-06-25,1.54,1.966,1.766,0.876
22-06-25,1.544,1.97,1.767,0.877
23-06-25,1.556,1.971,1.772,0.877
24-06-25,1.565,1.969,1.777,0.877
25-06-25,1.57,1.982,1.778,0.877
26-06-25,1.569,1.978,1.776,0.877
27-06-25,1.566,1.969,1.772,0.877
28-06-25,1.56,1.964,1.765,0.878
29-06-25,1.559,1.964,1.763,0.878
30-06-25,1.553,1.958,1.757,0.879
01-07-25,1.549,1.951,1.754,0.879
02-07-25,1.546,1.961,1.751,0.88
03-07-25,1.544,1.958,1.749,0.881
04-07-25,1.544,1.951,1.747,0.883
05-07-25,1.544,1.952,1.745,0.884
06-07-25,1.543,1.953,1.743,0.884
07-07-25,1.544,1.949,1.742,0.886
08-07-25,1.545,1.944,1.742,0.887
09-07-25,1.547,1.958,1.743,0.89
10-07-25,1.55,1.957,1.744,0.892
11-07-25,1.552,1.953,1.745,0.895
12-07-25,1.554,1.955,1.746,0.896
13-07-25,1.555,1.956,1.746,0.897
14-07-25,1.557,1.954,1.747,0.898
